T , <E> , Cv , X , <|M|>
1 , -0.168 , 1.231104 , 0.307776 , 0.084
1 , -0.17 , 1.2444 , 0.3111 , 0.085
1 , -0.172 , 1.257664 , 0.314416 , 0.086
1 , -0.174 , 1.270896 , 0.317724 , 0.087
1 , -0.176 , 1.284096 , 0.321024 , 0.088
1 , -0.178 , 1.297264 , 0.324316 , 0.089
1 , -0.18 , 1.3104 , 0.3276 , 0.09
1 , -0.182 , 1.323504 , 0.330876 , 0.091
1 , -0.184 , 1.336576 , 0.334144 , 0.092
1 , -0.186 , 1.349616 , 0.337404 , 0.093
1 , -0.188 , 1.362624 , 0.340656 , 0.094
1 , -0.19 , 1.3756 , 0.3439 , 0.095
1 , -0.192 , 1.388544 , 0.347136 , 0.096
1 , -0.194 , 1.401456 , 0.350364 , 0.097
1 , -0.196 , 1.414336 , 0.353584 , 0.098
1 , -0.198 , 1.427184 , 0.356796 , 0.099
1 , -0.2 , 1.44 , 0.36 , 0.1
1 , -0.202 , 1.452784 , 0.363196 , 0.101
1 , -0.204 , 1.465536 , 0.366384 , 0.102
1 , -0.206 , 1.478256 , 0.369564 , 0.103
1 , -0.208 , 1.490944 , 0.372736 , 0.104
1 , -0.21 , 1.5036 , 0.3759 , 0.105
1 , -0.212 , 1.516224 , 0.379056 , 0.106
1 , -0.214 , 1.528816 , 0.382204 , 0.107
1 , -0.216 , 1.541376 , 0.385344 , 0.108
1 , -0.218 , 1.553904 , 0.388476 , 0.109
1 , -0.22 , 1.5664 , 0.3916 , 0.11
1 , -0.222 , 1.578864 , 0.394716 , 0.111
1 , -0.224 , 1.591296 , 0.397824 , 0.112
1 , -0.226 , 1.603696 , 0.400924 , 0.113
1 , -0.228 , 1.616064 , 0.404016 , 0.114
1 , -0.23 , 1.6284 , 0.4071 , 0.115
1 , -0.232 , 1.640704 , 0.410176 , 0.116
1 , -0.234 , 1.652976 , 0.413244 , 0.117
1 , -0.236 , 1.665216 , 0.416304 , 0.118
1 , -0.238 , 1.677424 , 0.419356 , 0.119
1 , -0.24 , 1.6896 , 0.4224 , 0.12
1 , -0.242 , 1.701744 , 0.425436 , 0.121
1 , -0.244 , 1.713856 , 0.428464 , 0.122
1 , -0.246 , 1.725936 , 0.431484 , 0.123
1 , -0.248 , 1.737984 , 0.434496 , 0.124
1 , -0.25 , 1.75 , 0.4375 , 0.125
1 , -0.252 , 1.761984 , 0.440496 , 0.126
1 , -0.254 , 1.773936 , 0.443484 , 0.127
1 , -0.256 , 1.785856 , 0.446464 , 0.128
1 , -0.258 , 1.797744 , 0.449436 , 0.129
1 , -0.26 , 1.8096 , 0.4524 , 0.13
1 , -0.262 , 1.821424 , 0.455356 , 0.131
1 , -0.264 , 1.833216 , 0.458304 , 0.132
1 , -0.266 , 1.844976 , 0.461244 , 0.133
1 , -0.268 , 1.856704 , 0.464176 , 0.134
1 , -0.27 , 1.8684 , 0.4671 , 0.135
1 , -0.272 , 1.880064 , 0.470016 , 0.136
1 , -0.274 , 1.891696 , 0.472924 , 0.137
1 , -0.276 , 1.903296 , 0.475824 , 0.138
1 , -0.278 , 1.914864 , 0.478716 , 0.139
1 , -0.28 , 1.9264 , 0.4816 , 0.14
1 , -0.282 , 1.937904 , 0.484476 , 0.141
1 , -0.284 , 1.949376 , 0.487344 , 0.142
1 , -0.286 , 1.960816 , 0.490204 , 0.143
1 , -0.288 , 1.972224 , 0.493056 , 0.144
1 , -0.29 , 1.9836 , 0.4959 , 0.145
1 , -0.292 , 1.994944 , 0.498736 , 0.146
1 , -0.294 , 2.006256 , 0.501564 , 0.147
1 , -0.296 , 2.017536 , 0.504384 , 0.148
1 , -0.298 , 2.028784 , 0.507196 , 0.149
1 , -0.3 , 2.04 , 0.51 , 0.15
1 , -0.302 , 2.051184 , 0.512796 , 0.151
1 , -0.304 , 2.062336 , 0.515584 , 0.152
1 , -0.306 , 2.073456 , 0.518364 , 0.153
1 , -0.308 , 2.084544 , 0.521136 , 0.154
1 , -0.31 , 2.0956 , 0.5239 , 0.155
1 , -0.312 , 2.106624 , 0.526656 , 0.156
1 , -0.314 , 2.117616 , 0.529404 , 0.157
1 , -0.316 , 2.128576 , 0.532144 , 0.158
1 , -0.318 , 2.139504 , 0.534876 , 0.159
1 , -0.32 , 2.1504 , 0.5376 , 0.16
1 , -0.322 , 2.161264 , 0.540316 , 0.161
1 , -0.324 , 2.172096 , 0.543024 , 0.162
1 , -0.326 , 2.182896 , 0.545724 , 0.163
1 , -0.328 , 2.193664 , 0.548416 , 0.164
1 , -0.33 , 2.2044 , 0.5511 , 0.165
1 , -0.332 , 2.215104 , 0.553776 , 0.166
1 , -0.334 , 2.225776 , 0.556444 , 0.167
1 , -0.336 , 2.236416 , 0.559104 , 0.168
1 , -0.338 , 2.247024 , 0.561756 , 0.169
1 , -0.34 , 2.2576 , 0.5644 , 0.17
1 , -0.342 , 2.268144 , 0.567036 , 0.171
1 , -0.344 , 2.278656 , 0.569664 , 0.172
1 , -0.346 , 2.289136 , 0.572284 , 0.173
1 , -0.348 , 2.299584 , 0.574896 , 0.174
1 , -0.35 , 2.31 , 0.5775 , 0.175
1 , -0.352 , 2.320384 , 0.580096 , 0.176
1 , -0.354 , 2.330736 , 0.582684 , 0.177
1 , -0.356 , 2.341056 , 0.585264 , 0.178
1 , -0.358 , 2.351344 , 0.587836 , 0.179
1 , -0.36 , 2.3616 , 0.5904 , 0.18
1 , -0.362 , 2.371824 , 0.592956 , 0.181
1 , -0.364 , 2.382016 , 0.595504 , 0.182
1 , -0.366 , 2.392176 , 0.598044 , 0.183
1 , -0.368 , 2.402304 , 0.600576 , 0.184
1 , -0.37 , 2.4124 , 0.6031 , 0.185
1 , -0.372 , 2.422464 , 0.605616 , 0.186
1 , -0.374 , 2.432496 , 0.608124 , 0.187
1 , -0.376 , 2.442496 , 0.610624 , 0.188
1 , -0.378 , 2.452464 , 0.613116 , 0.189
1 , -0.38 , 2.4624 , 0.6156 , 0.19
1 , -0.382 , 2.472304 , 0.618076 , 0.191
1 , -0.384 , 2.482176 , 0.620544 , 0.192
1 , -0.386 , 2.492016 , 0.623004 , 0.193
1 , -0.388 , 2.501824 , 0.625456 , 0.194
1 , -0.39 , 2.5116 , 0.6279 , 0.195
1 , -0.392 , 2.521344 , 0.630336 , 0.196
1 , -0.394 , 2.531056 , 0.632764 , 0.197
1 , -0.396 , 2.540736 , 0.635184 , 0.198
1 , -0.398 , 2.550384 , 0.637596 , 0.199
1 , -0.4 , 2.56 , 0.64 , 0.2
1 , -0.402 , 2.569584 , 0.642396 , 0.201
1 , -0.404 , 2.579136 , 0.644784 , 0.202
1 , -0.406 , 2.588656 , 0.647164 , 0.203
1 , -0.408 , 2.598144 , 0.649536 , 0.204
1 , -0.41 , 2.6076 , 0.6519 , 0.205
1 , -0.412 , 2.617024 , 0.654256 , 0.206
1 , -0.414 , 2.626416 , 0.656604 , 0.207
1 , -0.416 , 2.635776 , 0.658944 , 0.208
1 , -0.418 , 2.645104 , 0.661276 , 0.209
1 , -0.42 , 2.6544 , 0.6636 , 0.21
1 , -0.422 , 2.663664 , 0.665916 , 0.211
1 , -0.424 , 2.672896 , 0.668224 , 0.212
1 , -0.426 , 2.682096 , 0.670524 , 0.213
1 , -0.428 , 2.691264 , 0.672816 , 0.214
1 , -0.43 , 2.7004 , 0.6751 , 0.215
1 , -0.432 , 2.709504 , 0.677376 , 0.216
1 , -0.434 , 2.718576 , 0.679644 , 0.217
1 , -0.436 , 2.727616 , 0.681904 , 0.218
1 , -0.438 , 2.736624 , 0.684156 , 0.219
1 , -0.44 , 2.7456 , 0.6864 , 0.22
1 , -0.442 , 2.754544 , 0.688636 , 0.221
1 , -0.444 , 2.763456 , 0.690864 , 0.222
1 , -0.446 , 2.772336 , 0.693084 , 0.223
1 , -0.448 , 2.781184 , 0.695296 , 0.224
1 , -0.45 , 2.79 , 0.6975 , 0.225
1 , -0.452 , 2.798784 , 0.699696 , 0.226
1 , -0.454 , 2.807536 , 0.701884 , 0.227
1 , -0.456 , 2.816256 , 0.704064 , 0.228
1 , -0.458 , 2.824944 , 0.706236 , 0.229
1 , -0.46 , 2.8336 , 0.7084 , 0.23
1 , -0.462 , 2.842224 , 0.710556 , 0.231
1 , -0.464 , 2.850816 , 0.712704 , 0.232
1 , -0.466 , 2.859376 , 0.714844 , 0.233
1 , -0.468 , 2.867904 , 0.716976 , 0.234
1 , -0.47 , 2.8764 , 0.7191 , 0.235
1 , -0.472 , 2.884864 , 0.721216 , 0.236
1 , -0.474 , 2.893296 , 0.723324 , 0.237
1 , -0.476 , 2.901696 , 0.725424 , 0.238
1 , -0.478 , 2.910064 , 0.727516 , 0.239
1 , -0.48 , 2.9184 , 0.7296 , 0.24
1 , -0.482 , 2.926704 , 0.731676 , 0.241
1 , -0.484 , 2.934976 , 0.733744 , 0.242
1 , -0.486 , 2.943216 , 0.735804 , 0.243
1 , -0.488 , 2.951424 , 0.737856 , 0.244
1 , -0.49 , 2.9596 , 0.7399 , 0.245
1 , -0.492 , 2.967744 , 0.741936 , 0.246
1 , -0.494 , 2.975856 , 0.743964 , 0.247
1 , -0.496 , 2.983936 , 0.745984 , 0.248
1 , -0.498 , 2.991984 , 0.747996 , 0.249
1 , -0.5 , 3 , 0.75 , 0.25
1 , -0.502 , 3.007984 , 0.751996 , 0.251
1 , -0.504 , 3.015936 , 0.753984 , 0.252
1 , -0.506 , 3.023856 , 0.755964 , 0.253
1 , -0.508 , 3.031744 , 0.757936 , 0.254
1 , -0.51 , 3.0396 , 0.7599 , 0.255
1 , -0.512 , 3.047424 , 0.761856 , 0.256
1 , -0.514 , 3.055216 , 0.763804 , 0.257
1 , -0.516 , 3.062976 , 0.765744 , 0.258
1 , -0.518 , 3.070704 , 0.767676 , 0.259
1 , -0.52 , 3.0784 , 0.7696 , 0.26
1 , -0.522 , 3.086064 , 0.771516 , 0.261
1 , -0.524 , 3.093696 , 0.773424 , 0.262
1 , -0.526 , 3.101296 , 0.775324 , 0.263
1 , -0.528 , 3.108864 , 0.777216 , 0.264
1 , -0.53 , 3.1164 , 0.7791 , 0.265
1 , -0.532 , 3.123904 , 0.780976 , 0.266
1 , -0.534 , 3.131376 , 0.782844 , 0.267
1 , -0.536 , 3.138816 , 0.784704 , 0.268
1 , -0.538 , 3.146224 , 0.786556 , 0.269
1 , -0.54 , 3.1536 , 0.7884 , 0.27
1 , -0.542 , 3.160944 , 0.790236 , 0.271
1 , -0.544 , 3.168256 , 0.792064 , 0.272
1 , -0.546 , 3.175536 , 0.793884 , 0.273
1 , -0.548 , 3.182784 , 0.795696 , 0.274
1 , -0.55 , 3.19 , 0.7975 , 0.275
1 , -0.552 , 3.197184 , 0.799296 , 0.276
1 , -0.554 , 3.204336 , 0.801084 , 0.277
1 , -0.556 , 3.211456 , 0.802864 , 0.278
1 , -0.558 , 3.218544 , 0.804636 , 0.279
1 , -0.56 , 3.2256 , 0.8064 , 0.28
1 , -0.562 , 3.232624 , 0.808156 , 0.281
1 , -0.564 , 3.239616 , 0.809904 , 0.282
1 , -0.566 , 3.246576 , 0.811644 , 0.283
1 , -0.568 , 3.253504 , 0.813376 , 0.284
1 , -0.57 , 3.2604 , 0.8151 , 0.285
1 , -0.572 , 3.267264 , 0.816816 , 0.286
1 , -0.574 , 3.274096 , 0.818524 , 0.287
1 , -0.576 , 3.280896 , 0.820224 , 0.288
1 , -0.578 , 3.287664 , 0.821916 , 0.289
1 , -0.58 , 3.2944 , 0.8236 , 0.29
1 , -0.582 , 3.301104 , 0.825276 , 0.291
1 , -0.584 , 3.307776 , 0.826944 , 0.292
1 , -0.586 , 3.314416 , 0.828604 , 0.293
1 , -0.588 , 3.321024 , 0.830256 , 0.294
1 , -0.59 , 3.3276 , 0.8319 , 0.295
1 , -0.592 , 3.334144 , 0.833536 , 0.296
1 , -0.594 , 3.340656 , 0.835164 , 0.297
1 , -0.596 , 3.347136 , 0.836784 , 0.298
1 , -0.598 , 3.353584 , 0.838396 , 0.299
1 , -0.6 , 3.36 , 0.84 , 0.3
1 , -0.602 , 3.366384 , 0.841596 , 0.301
1 , -0.604 , 3.372736 , 0.843184 , 0.302
1 , -0.606 , 3.379056 , 0.844764 , 0.303
1 , -0.608 , 3.385344 , 0.846336 , 0.304
1 , -0.61 , 3.3916 , 0.8479 , 0.305
1 , -0.612 , 3.397824 , 0.849456 , 0.306
1 , -0.614 , 3.404016 , 0.851004 , 0.307
1 , -0.616 , 3.410176 , 0.852544 , 0.308
1 , -0.618 , 3.416304 , 0.854076 , 0.309
1 , -0.62 , 3.4224 , 0.8556 , 0.31
1 , -0.622 , 3.428464 , 0.857116 , 0.311
1 , -0.624 , 3.434496 , 0.858624 , 0.312
1 , -0.626 , 3.440496 , 0.860124 , 0.313
1 , -0.628 , 3.446464 , 0.861616 , 0.314
1 , -0.63 , 3.4524 , 0.8631 , 0.315
1 , -0.632 , 3.458304 , 0.864576 , 0.316
1 , -0.634 , 3.464176 , 0.866044 , 0.317
1 , -0.636 , 3.470016 , 0.867504 , 0.318
1 , -0.638 , 3.475824 , 0.868956 , 0.319
1 , -0.64 , 3.4816 , 0.8704 , 0.32
1 , -0.642 , 3.487344 , 0.871836 , 0.321
1 , -0.644 , 3.493056 , 0.873264 , 0.322
1 , -0.646 , 3.498736 , 0.874684 , 0.323
1 , -0.648 , 3.504384 , 0.876096 , 0.324
1 , -0.65 , 3.51 , 0.8775 , 0.325
1 , -0.652 , 3.515584 , 0.878896 , 0.326
1 , -0.654 , 3.521136 , 0.880284 , 0.327
1 , -0.656 , 3.526656 , 0.881664 , 0.328
1 , -0.658 , 3.532144 , 0.883036 , 0.329
1 , -0.66 , 3.5376 , 0.8844 , 0.33
1 , -0.662 , 3.543024 , 0.885756 , 0.331
1 , -0.664 , 3.548416 , 0.887104 , 0.332
1 , -0.666 , 3.553776 , 0.888444 , 0.333
1 , -0.668 , 3.559104 , 0.889776 , 0.334
1 , -0.67 , 3.5644 , 0.8911 , 0.335
1 , -0.672 , 3.569664 , 0.892416 , 0.336
1 , -0.674 , 3.574896 , 0.893724 , 0.337
1 , -0.676 , 3.580096 , 0.895024 , 0.338
1 , -0.678 , 3.585264 , 0.896316 , 0.339
1 , -0.68 , 3.5904 , 0.8976 , 0.34
1 , -0.682 , 3.595504 , 0.898876 , 0.341
1 , -0.684 , 3.600576 , 0.900144 , 0.342
1 , -0.686 , 3.605616 , 0.901404 , 0.343
1 , -0.688 , 3.610624 , 0.902656 , 0.344
1 , -0.69 , 3.6156 , 0.9039 , 0.345
1 , -0.692 , 3.620544 , 0.905136 , 0.346
1 , -0.694 , 3.625456 , 0.906364 , 0.347
1 , -0.696 , 3.630336 , 0.907584 , 0.348
1 , -0.698 , 3.635184 , 0.908796 , 0.349
1 , -0.7 , 3.64 , 0.91 , 0.35
1 , -0.702 , 3.644784 , 0.911196 , 0.351
1 , -0.704 , 3.649536 , 0.912384 , 0.352
1 , -0.706 , 3.654256 , 0.913564 , 0.353
1 , -0.708 , 3.658944 , 0.914736 , 0.354
1 , -0.71 , 3.6636 , 0.9159 , 0.355
1 , -0.712 , 3.668224 , 0.917056 , 0.356
1 , -0.714 , 3.672816 , 0.918204 , 0.357
1 , -0.716 , 3.677376 , 0.919344 , 0.358
1 , -0.718 , 3.681904 , 0.920476 , 0.359
1 , -0.72 , 3.6864 , 0.9216 , 0.36
1 , -0.722 , 3.690864 , 0.922716 , 0.361
1 , -0.724 , 3.695296 , 0.923824 , 0.362
1 , -0.726 , 3.699696 , 0.924924 , 0.363
1 , -0.728 , 3.704064 , 0.926016 , 0.364
1 , -0.73 , 3.7084 , 0.9271 , 0.365
1 , -0.732 , 3.712704 , 0.928176 , 0.366
1 , -0.734 , 3.716976 , 0.929244 , 0.367
1 , -0.736 , 3.721216 , 0.930304 , 0.368
1 , -0.738 , 3.725424 , 0.931356 , 0.369
1 , -0.74 , 3.7296 , 0.9324 , 0.37
1 , -0.742 , 3.733744 , 0.933436 , 0.371
1 , -0.744 , 3.737856 , 0.934464 , 0.372
1 , -0.746 , 3.741936 , 0.935484 , 0.373
1 , -0.748 , 3.745984 , 0.936496 , 0.374
1 , -0.75 , 3.75 , 0.9375 , 0.375
1 , -0.752 , 3.753984 , 0.938496 , 0.376
1 , -0.754 , 3.757936 , 0.939484 , 0.377
1 , -0.756 , 3.761856 , 0.940464 , 0.378
1 , -0.758 , 3.765744 , 0.941436 , 0.379
1 , -0.76 , 3.7696 , 0.9424 , 0.38
1 , -0.762 , 3.773424 , 0.943356 , 0.381
1 , -0.764 , 3.777216 , 0.944304 , 0.382
1 , -0.766 , 3.780976 , 0.945244 , 0.383
1 , -0.768 , 3.784704 , 0.946176 , 0.384
1 , -0.77 , 3.7884 , 0.9471 , 0.385
1 , -0.772 , 3.792064 , 0.948016 , 0.386
1 , -0.774 , 3.795696 , 0.948924 , 0.387
1 , -0.776 , 3.799296 , 0.949824 , 0.388
1 , -0.778 , 3.802864 , 0.950716 , 0.389
1 , -0.78 , 3.8064 , 0.9516 , 0.39
1 , -0.782 , 3.809904 , 0.952476 , 0.391
1 , -0.784 , 3.813376 , 0.953344 , 0.392
1 , -0.786 , 3.816816 , 0.954204 , 0.393
1 , -0.788 , 3.820224 , 0.955056 , 0.394
1 , -0.79 , 3.8236 , 0.9559 , 0.395
1 , -0.792 , 3.826944 , 0.956736 , 0.396
1 , -0.794 , 3.830256 , 0.957564 , 0.397
1 , -0.796 , 3.833536 , 0.958384 , 0.398
1 , -0.798 , 3.836784 , 0.959196 , 0.399
1 , -0.8 , 3.84 , 0.96 , 0.4
1 , -0.802 , 3.843184 , 0.960796 , 0.401
1 , -0.804 , 3.846336 , 0.961584 , 0.402
1 , -0.806 , 3.849456 , 0.962364 , 0.403
1 , -0.808 , 3.852544 , 0.963136 , 0.404
1 , -0.81 , 3.8556 , 0.9639 , 0.405
1 , -0.812 , 3.858624 , 0.964656 , 0.406
1 , -0.814 , 3.861616 , 0.965404 , 0.407
1 , -0.816 , 3.864576 , 0.966144 , 0.408
1 , -0.818 , 3.867504 , 0.966876 , 0.409
1 , -0.82 , 3.8704 , 0.9676 , 0.41
1 , -0.822 , 3.873264 , 0.968316 , 0.411
1 , -0.824 , 3.876096 , 0.969024 , 0.412
1 , -0.826 , 3.878896 , 0.969724 , 0.413
1 , -0.828 , 3.881664 , 0.970416 , 0.414
1 , -0.83 , 3.8844 , 0.9711 , 0.415
1 , -0.832 , 3.887104 , 0.971776 , 0.416
1 , -0.834 , 3.889776 , 0.972444 , 0.417
1 , -0.836 , 3.892416 , 0.973104 , 0.418
1 , -0.838 , 3.895024 , 0.973756 , 0.419
1 , -0.84 , 3.8976 , 0.9744 , 0.42
1 , -0.842 , 3.900144 , 0.975036 , 0.421
1 , -0.844 , 3.902656 , 0.975664 , 0.422
1 , -0.846 , 3.905136 , 0.976284 , 0.423
1 , -0.848 , 3.907584 , 0.976896 , 0.424
1 , -0.85 , 3.91 , 0.9775 , 0.425
1 , -0.852 , 3.912384 , 0.978096 , 0.426
1 , -0.854 , 3.914736 , 0.978684 , 0.427
1 , -0.856 , 3.917056 , 0.979264 , 0.428
1 , -0.858 , 3.919344 , 0.979836 , 0.429
1 , -0.86 , 3.9216 , 0.9804 , 0.43
1 , -0.862 , 3.923824 , 0.980956 , 0.431
1 , -0.864 , 3.926016 , 0.981504 , 0.432
1 , -0.866 , 3.928176 , 0.982044 , 0.433
1 , -0.868 , 3.930304 , 0.982576 , 0.434
1 , -0.87 , 3.9324 , 0.9831 , 0.435
1 , -0.872 , 3.934464 , 0.983616 , 0.436
1 , -0.874 , 3.936496 , 0.984124 , 0.437
1 , -0.876 , 3.938496 , 0.984624 , 0.438
1 , -0.878 , 3.940464 , 0.985116 , 0.439
1 , -0.88 , 3.9424 , 0.9856 , 0.44
1 , -0.882 , 3.944304 , 0.986076 , 0.441
1 , -0.884 , 3.946176 , 0.986544 , 0.442
1 , -0.886 , 3.948016 , 0.987004 , 0.443
1 , -0.888 , 3.949824 , 0.987456 , 0.444
1 , -0.89 , 3.9516 , 0.9879 , 0.445
1 , -0.892 , 3.953344 , 0.988336 , 0.446
1 , -0.894 , 3.955056 , 0.988764 , 0.447
1 , -0.896 , 3.956736 , 0.989184 , 0.448
1 , -0.898 , 3.958384 , 0.989596 , 0.449
1 , -0.9 , 3.96 , 0.99 , 0.45
1 , -0.902 , 3.961584 , 0.990396 , 0.451
1 , -0.904 , 3.963136 , 0.990784 , 0.452
1 , -0.906 , 3.964656 , 0.991164 , 0.453
1 , -0.908 , 3.966144 , 0.991536 , 0.454
1 , -0.91 , 3.9676 , 0.9919 , 0.455
1 , -0.912 , 3.969024 , 0.992256 , 0.456
1 , -0.914 , 3.970416 , 0.992604 , 0.457
1 , -0.916 , 3.971776 , 0.992944 , 0.458
1 , -0.918 , 3.973104 , 0.993276 , 0.459
1 , -0.92 , 3.9744 , 0.9936 , 0.46
1 , -0.922 , 3.975664 , 0.993916 , 0.461
1 , -0.924 , 3.976896 , 0.994224 , 0.462
1 , -0.926 , 3.978096 , 0.994524 , 0.463
1 , -0.928 , 3.979264 , 0.994816 , 0.464
1 , -0.93 , 3.9804 , 0.9951 , 0.465
1 , -0.932 , 3.981504 , 0.995376 , 0.466
1 , -0.934 , 3.982576 , 0.995644 , 0.467
1 , -0.936 , 3.983616 , 0.995904 , 0.468
1 , -0.938 , 3.984624 , 0.996156 , 0.469
1 , -0.94 , 3.9856 , 0.9964 , 0.47
1 , -0.942 , 3.986544 , 0.996636 , 0.471
1 , -0.944 , 3.987456 , 0.996864 , 0.472
1 , -0.946 , 3.988336 , 0.997084 , 0.473
1 , -0.948 , 3.989184 , 0.997296 , 0.474
1 , -0.95 , 3.99 , 0.9975 , 0.475
1 , -0.952 , 3.990784 , 0.997696 , 0.476
1 , -0.954 , 3.991536 , 0.997884 , 0.477
1 , -0.956 , 3.992256 , 0.998064 , 0.478
1 , -0.958 , 3.992944 , 0.998236 , 0.479
1 , -0.96 , 3.9936 , 0.9984 , 0.48
1 , -0.962 , 3.994224 , 0.998556 , 0.481
1 , -0.964 , 3.994816 , 0.998704 , 0.482
1 , -0.966 , 3.995376 , 0.998844 , 0.483
1 , -0.968 , 3.995904 , 0.998976 , 0.484
1 , -0.97 , 3.9964 , 0.9991 , 0.485
1 , -0.972 , 3.996864 , 0.999216 , 0.486
1 , -0.974 , 3.997296 , 0.999324 , 0.487
1 , -0.976 , 3.997696 , 0.999424 , 0.488
1 , -0.978 , 3.998064 , 0.999516 , 0.489
1 , -0.98 , 3.9984 , 0.9996 , 0.49
1 , -0.982 , 3.998704 , 0.999676 , 0.491
1 , -0.984 , 3.998976 , 0.999744 , 0.492
1 , -0.986 , 3.999216 , 0.999804 , 0.493
1 , -0.988 , 3.999424 , 0.999856 , 0.494
1 , -0.99 , 3.9996 , 0.9999 , 0.495
1 , -0.992 , 3.999744 , 0.999936 , 0.496
1 , -0.994 , 3.999856 , 0.999964 , 0.497
1 , -0.996 , 3.999936 , 0.999984 , 0.498
1 , -0.998 , 3.999984 , 0.999996 , 0.499
1 , -1 , 4 , 1 , 0.5
